#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-03-29T14:50:07 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ6061e8d27096	
#INFO	-out.max=unlimited	
#INFO	queryParameters=23	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:J/ApJS/211/24&tab:{J/ApJS/211/24/table1}&key:source=J/ApJS/211/24/table1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/211/24/table1
#-order=I
#-out=KIC
#-out=Teff
#-out=log(g)
#-out=Mass
#-out=Prot
#-out=e_Prot
#-out=n_Prot
#-out=Rper
#-out=LPH
#-out=w
#-out=Ref
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_22110024
#Name: J/ApJS/211/24
#Title: Rotation periods of Kepler MS stars (McQuillan+, 2014)
#Table	J_ApJS_211_24_table1:
#Name: J/ApJS/211/24/table1
#Title: The rotation period measurements for the 34030 stars presented in this work
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	KIC	(I8)	Kepler Input Catalog identifier (Cat. V/133)	[ucd=meta.id;meta.main]
#Column	Teff	(I4)	[3197/6499] Star effective temperature	[ucd=phys.temperature.effective]
#Column	log(g)	(F5.2)	[3.5/5.4] Star surface gravity (log)	[ucd=phot.sb]
#Column	Mass	(F7.4)	[0.2/1.3] Star mass (1)	[ucd=phys.mass]
#Column	Prot	(F6.3)	[0.2/70]? Rotation period	[ucd=time.period]
#Column	e_Prot	(F6.3)	[0/51]? Error in Prot	[ucd=stat.error]
#Column	n_Prot	(A3)	Period flag (4)	[ucd=meta.note]
#Column	Rper	(F10.2)	[187/1520000]? Average variability amplitude within 1 period	[ucd=phot.mag;arith.ratio]
#Column	LPH	(F6.3)	[0.01/1.82]? Local Peak Height of the autocorrelation function (ACF)	[ucd=stat.fit.param]
#Column	w	(F7.4)	[0/1]? Assigned weight (2)	[ucd=stat.weight;phys.atmol.weight]
#Column	Ref	(I1)	? T_eff_ and log(g) source flag (3) [NULL integer written as an empty string]	[ucd=meta.bib]
#Column	_RA	(F9.5)	Positions from Kepler Input Catalog (Cat. V/133) (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from Kepler Input Catalog (Cat. V/133) (declination part)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;KIC;Teff;log(g);Mass;Prot;e_Prot;n_Prot;Rper;LPH;w;Ref;_RA;_DE
287.7965700;+41.6492811; 6273524;5547; 4.46; 0.9774;25.192; 0.231;   ;   1190.78; 0.723; 0.4373;0;287.79657;+41.64928
289.1570700;+41.6968689; 6276938;5932; 4.42; 1.0864; 3.605; 0.003;   ;  10396.30; 1.268; 0.6799;0;289.15707;+41.69687
289.1895100;+41.6451911; 6277018;5725; 4.47; 1.0264; 1.773; 0.008;   ;   1888.63; 1.018; 0.5599;0;289.18951;+41.64519
289.2254000;+41.6823389; 6277105;5225; 4.73; 0.8925;19.762; 0.041;   ;  13804.02; 1.148; 0.6268;0;289.22540;+41.68234
289.2271700;+41.6034089; 6277110;5180; 4.56; 0.8808;31.912; 1.089;   ;   4168.93; 0.622; 0.3713;0;289.22717;+41.60341
289.2462500;+41.6126589; 6277167;5712; 4.56; 1.0227;15.190; 0.962;   ;   4019.92; 0.836; 0.5525;0;289.24625;+41.61266
289.2576900;+41.6912919; 6277205;5105; 4.80; 0.8614;26.684; 0.419;   ;   5385.16; 0.443; 0.3060;0;289.25769;+41.69129
289.3690200;+41.6050000; 6277509;5229; 4.65; 0.8935;26.163; 0.463;   ;   3258.85; 0.647; 0.4354;0;289.36902;+41.60500
289.3931600;+41.6967011; 6277594;6118; 4.45; 1.1439; 7.303; 0.073;   ;    507.83; 0.360; 0.2716;0;289.39316;+41.69670
289.4943500;+41.6988300; 6277891;5456; 4.95; 0.9530;27.952; 0.402;   ;   5716.92; 0.577; 0.3605;0;289.49435;+41.69883
289.4972500;+41.6937481; 6277903;5985; 4.70; 1.1024;14.388; 0.597;   ;   2073.59; 0.517; 0.3713;0;289.49725;+41.69375
289.5343000;+41.6099400; 6278032;6117; 4.74; 1.1436;14.948; 0.084;   ;   2228.38; 0.890; 0.5085;0;289.53430;+41.60994
289.5541400;+41.6902200; 6278105;5030; 4.52; 0.8420;11.961; 0.039;   ;  13632.98; 1.272; 0.6891;0;289.55414;+41.69022
289.5628400;+41.6611711; 6278127;6355; 4.30; 1.2235; 1.287; 0.015;   ;    714.30; 0.380; 0.2680;0;289.56284;+41.66117
289.5810200;+41.6051789; 6278183;5811; 4.57; 1.0509;11.793; 0.022;   ;  12568.38; 1.409; 0.6988;0;289.58102;+41.60518
289.5833100;+41.6436811; 6278192;4594; 4.36; 0.7265;19.527; 0.269;   ;  11992.63; 1.262; 0.6758;0;289.58331;+41.64368
289.6655000;+41.6311000; 6278465;5384; 4.63; 0.9340; 6.399; 0.393;   ;  13714.85; 1.103; 0.5954;0;289.66550;+41.63110
289.6821000;+41.6787611; 6278518;5948; 4.42; 1.0912;18.768; 3.595;   ;    759.04; 0.442; 0.2914;0;289.68210;+41.67876
289.7438700;+41.6041181; 6278728;6423; 4.48; 1.2478; 4.207; 0.077;   ;    513.02; 0.297; 0.2540;0;289.74387;+41.60412
289.7454200;+41.6894000; 6278734;5558; 4.75; 0.9803;20.571; 0.151;   ;   5554.08; 0.836; 0.5159;0;289.74542;+41.68940
289.7702000;+41.6282011; 6278829;6101; 4.54; 1.1385; 1.164; 0.006;   ;   8755.30; 0.949; 0.5526;0;289.77020;+41.62820
289.8102400;+41.6557811; 6278992;5178; 4.24; 0.8803;10.326; 0.028;   ;  16771.35; 1.453; 0.7389;0;289.81024;+41.65578
289.8156700;+41.6767881; 6279009;5571; 4.56; 0.9839;13.806; 0.036;   ;  23962.32; 1.540; 0.7078;0;289.81567;+41.67679
289.8157000;+41.6905289; 6279010;4619; 4.06; 0.7334;25.021; 3.855;   ;   4271.60; 0.733; 0.4693;0;289.81570;+41.69053
289.8424400;+41.6583789; 6279085;5681; 4.38; 1.0141;15.476; 0.104;   ;   1950.20; 0.479; 0.3366;0;289.84244;+41.65838
289.8528100;+41.6208381; 6279118;4721; 4.34; 0.7609;25.627; 0.151;   ;   7864.83; 0.803; 0.5306;0;289.85281;+41.62084
289.8777500;+41.6850200; 6279213;5258; 4.42; 0.9010;27.938; 0.194;   ;   3533.30; 0.472; 0.3356;0;289.87775;+41.68502
289.8999900;+41.6444211; 6279286;5694; 4.52; 1.0177;22.836; 0.603;   ;   5184.44; 0.438; 0.2987;0;289.89999;+41.64442
289.9137600;+41.6781200; 6279323;5639; 4.57; 1.0024;23.019; 2.727;   ;   1651.29; 0.358; 0.2618;0;289.91376;+41.67812
289.9255400;+41.6650089; 6279363;5425; 4.60; 0.9448; 6.301; 0.013;   ;  14563.14; 1.349; 0.7059;0;289.92554;+41.66501
289.9600500;+41.6431081; 6279477;6030; 4.40; 1.1162;12.462; 0.180;   ;    468.49; 0.327; 0.2717;0;289.96005;+41.64311
290.0341200;+41.6615911; 6279692;5952; 4.55; 1.0924; 8.247; 0.007;   ;  10328.05; 1.164; 0.6852;0;290.03412;+41.66159
290.0509300;+41.6690600; 6279740;6273; 4.33; 1.1951; 5.079; 0.136;   ;   2011.48; 0.718; 0.5049;0;290.05093;+41.66906
290.0633200;+41.6219711; 6279789;5512; 4.74; 0.9679;14.006; 0.094;   ;  13760.45; 1.055; 0.6485;0;290.06332;+41.62197
290.0743400;+41.6685981; 6279823;5055; 4.67; 0.8485;23.448; 4.113;   ;   9609.40; 0.478; 0.3011;0;290.07434;+41.66860
290.0790100;+41.6803281; 6279838;5454; 4.95; 0.9525;31.580; 0.812;   ;   3492.74; 0.446; 0.2630;0;290.07901;+41.68033
290.2285800;+41.6146089; 6280300;5057; 4.34; 0.8490; 9.727; 0.007;   ;  19633.77; 1.323; 0.6952;0;290.22858;+41.61461
290.2639500;+41.6345789; 6280416;6450; 4.50; 1.2577; 3.894; 0.116;   ;   1661.69; 0.554; 0.4244;0;290.26395;+41.63458
290.2796300;+41.6529881; 6280485;5145; 4.46; 0.8718;17.450; 0.229;   ;   6663.02; 1.259; 0.6643;0;290.27963;+41.65299
290.3276100;+41.6647800; 6280633;5844; 4.59; 1.0604;13.108; 2.554;   ;   1755.60; 0.508; 0.3649;0;290.32761;+41.66478
290.4301500;+41.6630519; 6280977;5884; 4.65; 1.0721;13.545; 0.277;   ;   3135.83; 0.613; 0.4484;0;290.43015;+41.66305
290.4348100;+41.6670989; 6280995;5469; 4.74; 0.9565;23.911; 0.249;   ;   8542.84; 0.953; 0.5350;0;290.43481;+41.66710
290.4391800;+41.6947781; 6281015;5164; 4.42; 0.8767;20.236; 0.142;   ;  10279.95; 0.966; 0.6027;0;290.43918;+41.69478
290.4427800;+41.6772800; 6281030;5335; 4.89; 0.9211;19.431; 0.235;   ;   8438.05; 0.822; 0.5424;0;290.44278;+41.67728
291.2154800;+41.6895789; 6283291;5386; 4.52; 0.9345;11.087; 0.044;   ;   8272.47; 1.090; 0.6197;0;291.21548;+41.68958
291.2338000;+41.6424289; 6283344;5722; 4.51; 1.0255; 0.302; 0.006;   ; 131746.08; 1.718; 0.8178;0;291.23380;+41.64243
291.2431000;+41.6351700; 6283374;5313; 3.92; 0.9154;27.106; 0.153;   ;  10544.60; 1.058; 0.5537;0;291.24310;+41.63517
291.2723700;+41.6196400; 6283455;5407; 4.71; 0.9400;22.496; 1.154;   ;   2963.48; 0.448; 0.3223;0;291.27237;+41.61964
291.2812500;+41.6829611; 6283481;5452; 4.71; 0.9519;32.121; 1.211;   ;   3310.56; 0.526; 0.3049;0;291.28125;+41.68296
291.3504000;+41.6491581; 6283698;4969; 4.60; 0.8262;19.520; 0.070;   ;  12050.15; 1.164; 0.6514;0;291.35040;+41.64916
291.4107400;+41.6072881; 6283862;6226; 4.12; 1.1792; 6.160; 0.007;   ;   2980.89; 0.704; 0.5017;0;291.41074;+41.60729
291.4661900;+41.6759489; 6284029;4459; 4.65; 0.6888;30.964; 0.051;   ;   2981.36; 0.578; 0.4007;0;291.46619;+41.67595
291.5134000;+41.6073489; 6284156;4419; 4.64; 0.6773;39.724; 1.027;   ;   4393.99; 0.534; 0.3211;0;291.51340;+41.60735
291.5372900;+41.6401900; 6284221;5164; 4.61; 0.8767;19.361; 3.605;   ;   3147.72; 0.482; 0.2903;0;291.53729;+41.64019
291.5549600;+41.6377300; 6284274;5496; 4.66; 0.9637;17.973; 0.281;   ;   6801.07; 0.727; 0.4950;0;291.55496;+41.63773
291.6456900;+41.6658100; 6284565;5675; 4.48; 1.0124;20.341; 0.046;   ;   5498.29; 0.710; 0.4570;0;291.64569;+41.66581
291.6743800;+41.6490900; 6284645;4911; 4.32; 0.8111;10.118; 0.273;   ;   3571.99; 0.602; 0.3385;0;291.67438;+41.64909
291.7130100;+41.6570511; 6284778;6310; 4.43; 1.2078; 2.874; 0.006;   ;   3769.46; 0.899; 0.5725;0;291.71301;+41.65705
292.0126600;+41.6203000; 6285677;5847; 4.13; 1.0613; 7.006; 0.013;   ;   8134.01; 1.154; 0.6570;0;292.01266;+41.62030
292.0273100;+41.6460911; 6285722;4684; 4.50; 0.7510;10.366; 0.089;   ;  14717.88; 1.356; 0.7038;0;292.02731;+41.64609
292.0704300;+41.6215781; 6285848;5698; 4.34; 1.0188; 9.515; 0.013;   ;  18269.72; 1.269; 0.7112;0;292.07043;+41.62158
292.0886800;+41.6024589; 6285906;5342; 4.71; 0.9229;14.642; 0.150;   ;  18301.78; 1.209; 0.6807;0;292.08868;+41.60246
292.1073300;+41.6305200; 6285969;5539; 4.35; 0.9752; 6.407; 0.013;   ;  15046.72; 1.269; 0.6806;0;292.10733;+41.63052
292.1141700;+41.6366881; 6285985;6173; 4.46; 1.1617; 6.269; 0.621;   ;   1104.41; 1.241; 0.6874;0;292.11417;+41.63669
292.1196300;+41.6627200; 6286007;4621; 4.46; 0.7339;34.705; 0.492;   ;   3981.95; 0.516; 0.3460;0;292.11963;+41.66272
292.1470600;+41.6728781; 6286090;5313; 4.55; 0.9154;27.534; 1.127;   ;   4443.65; 0.496; 0.3437;0;292.14706;+41.67288
292.1762400;+41.6356200; 6286176;5462; 4.41; 0.9546; 7.468; 0.126;   ;   3037.45; 0.752; 0.4401;0;292.17624;+41.63562
292.2087400;+41.6681789; 6286278;4708; 4.46; 0.7575;19.775; 0.158;   ;  11698.37; 1.190; 0.6673;0;292.20874;+41.66818
292.2156400;+41.6395911; 6286296;5102; 4.66; 0.8607;32.697; 0.369;   ;   2636.94; 0.516; 0.3209;0;292.21564;+41.63959
292.2756300;+41.6897200; 6286469;4594; 4.48; 0.7265;21.596; 0.017;   ;  15497.09; 1.052; 0.6427;0;292.27563;+41.68972
292.3407900;+41.6664200; 6286686;5429; 4.78; 0.9458; 5.242; 0.042;   ;  20082.89; 1.143; 0.6099;0;292.34079;+41.66642
292.3560200;+41.6319619; 6286724;5371; 4.84; 0.9305;24.220; 0.320;   ;   3789.40; 0.524; 0.3901;0;292.35602;+41.63196
292.4002700;+41.6701811; 6286866;5712; 4.65; 1.0227;12.747; 0.075;   ;  11860.55; 1.255; 0.6733;0;292.40027;+41.67018
292.4037800;+41.6033519; 6286880;5203; 4.56; 0.8868;18.629; 0.064;   ;  19898.36; 1.294; 0.6549;0;292.40378;+41.60335
292.4288900;+41.6360511; 6286956;6392; 4.24; 1.2366; 5.200; 0.684;   ;   1721.20; 0.565; 0.4226;0;292.42889;+41.63605
292.4351200;+41.6322711; 6286982;4766; 4.49; 0.7730;36.313; 0.209;   ;   3646.70; 0.396; 0.2571;0;292.43512;+41.63227
292.4579200;+41.6985511; 6287060;5715; 4.40; 1.0236;30.753; 0.896;   ;    858.93; 0.691; 0.3798;0;292.45792;+41.69855
292.5035400;+41.6805311; 6287180;5432; 4.54; 0.9466;20.613; 0.659;   ;   3959.06; 0.823; 0.5301;0;292.50354;+41.68053
292.5271000;+41.6162800; 6287242;5584; 4.57; 0.9874;19.836; 0.222;   ;   7493.62; 0.860; 0.5271;0;292.52710;+41.61628
292.6454500;+41.6362111; 6287600;4965; 4.39; 0.8252;28.985; 4.990;   ;   6376.80; 0.900; 0.5127;0;292.64545;+41.63621
292.6877700;+41.6464811; 6287745;5563; 4.45; 0.9817;19.804; 0.331;   ;   1090.88; 0.524; 0.3868;0;292.68777;+41.64648
292.7306200;+41.6841581; 6287877;4899; 4.16; 0.8080;26.602; 0.274;   ;   1678.74; 0.563; 0.3794;0;292.73062;+41.68416
292.7590300;+41.6712989; 6287968;5020; 4.79; 0.8394;21.451; 0.091;   ;   3677.79; 0.877; 0.5583;0;292.75903;+41.67130
292.8793300;+41.6863400; 6288330;5949; 4.51; 1.0915; 8.888; 0.069;   ;  16937.26; 1.432; 0.7172;0;292.87933;+41.68634
292.9017000;+41.6939011; 6288404;5108; 4.74; 0.8622;19.465; 0.132;   ;  18057.11; 1.162; 0.6385;0;292.90170;+41.69390
293.0092200;+41.6114081; 6288713;5285; 4.48; 0.9081;24.467; 0.148;   ;   7565.50; 0.912; 0.5317;0;293.00922;+41.61141
293.0411100;+41.6027411; 6288823;6296; 4.61; 1.2030; 4.737; 0.254;   ;   1895.49; 0.457; 0.3465;0;293.04111;+41.60274
293.0646100;+41.6419981; 6288889;5499; 4.59; 0.9645;16.434; 0.084;   ;   8903.38; 1.221; 0.6503;0;293.06461;+41.64200
293.0675000;+41.6717300; 6288896;6054; 4.53; 1.1237; 2.128; 0.008;   ;   2860.67; 1.470; 0.7528;0;293.06750;+41.67173
293.0883500;+41.6626589; 6288970;5548; 4.52; 0.9776; 4.130; 0.015;   ;  44043.78; 1.575; 0.7930;0;293.08835;+41.66266
293.1802700;+41.6807589; 6289256;5143; 4.87; 0.8713;23.468; 4.580;   ;   2656.10; 0.618; 0.4148;0;293.18027;+41.68076
293.1841100;+41.6302800; 6289270;6042; 4.62; 1.1200;13.552; 0.366;   ;   2586.75; 0.740; 0.4732;0;293.18411;+41.63028
293.2160000;+41.6642419; 6289371;5547; 4.79; 0.9774;16.733; 0.092;   ;   6055.06; 0.746; 0.5041;0;293.21600;+41.66424
293.2310200;+41.6413311; 6289405;5583; 5.04; 0.9871;22.058; 3.843;   ;   2983.45; 0.766; 0.4753;0;293.23102;+41.64133
293.2528100;+41.6023219; 6289471;5822; 4.29; 1.0540; 6.271; 0.008;   ;   6326.20; 1.267; 0.6963;0;293.25281;+41.60232
293.2549400;+41.6202389; 6289479;5179; 4.65; 0.8806; 9.711; 0.041;   ;  14234.01; 1.364; 0.7285;0;293.25494;+41.62024
293.3275800;+41.6812900; 6289739;4543; 4.75; 0.7124; 5.384; 0.005;   ;  40619.19; 1.257; 0.6294;0;293.32758;+41.68129
293.3302900;+41.6007189; 6289748;5397; 4.61; 0.9374; 6.214; 0.008;   ;  15958.61; 1.628; 0.7605;0;293.33029;+41.60072
293.3909900;+41.6586611; 6289956;5816; 4.53; 1.0523; 7.452; 0.011;   ;   5259.99; 1.308; 0.7270;0;293.39099;+41.65866
293.3981600;+41.6852611; 6289985;5434; 4.66; 0.9472;18.973; 4.023;   ;   3733.58; 0.748; 0.5077;0;293.39816;+41.68526
293.4267000;+41.6713981; 6290078;6056; 4.68; 1.1243; 5.510; 0.010;   ;   4782.62; 1.096; 0.6470;0;293.42670;+41.67140
293.5411400;+41.6230200; 6290452;5299; 4.73; 0.9117;30.717; 1.186;   ;   3237.78; 0.405; 0.2622;0;293.54114;+41.62302
293.6252400;+41.6615411; 6290740;6342; 4.34; 1.2189;15.164; 0.064;   ;    883.40; 0.964; 0.5130;0;293.62524;+41.66154
293.6328100;+41.6390800; 6290770;5239; 4.72; 0.8961;24.763; 0.058;   ;   6449.85; 0.784; 0.4956;0;293.63281;+41.63908
293.6386700;+41.6198389; 6290800;5237; 4.69; 0.8956;20.873; 4.589;   ;   3142.92; 0.418; 0.2597;0;293.63867;+41.61984
293.6669000;+41.6933100; 6290888;5335; 4.74; 0.9211;17.315; 0.040;   ;  14504.61; 1.098; 0.6386;0;293.66690;+41.69331
293.6694600;+41.6453511; 6290894;5028; 4.69; 0.8415;27.872; 0.370;   ;   5195.23; 0.414; 0.2845;0;293.66946;+41.64535
293.6902200;+41.6735311; 6290974;4570; 4.58; 0.7199; 1.875; 0.006;   ;  41105.33; 1.637; 0.7807;0;293.69022;+41.67353
293.7422800;+41.6830789; 6291154;5307; 4.51; 0.9138; 3.323; 0.011;   ;  16474.52; 1.346; 0.6736;0;293.74228;+41.68308
293.8283700;+41.6722111; 6291452;5793; 4.44; 1.0457;10.787; 0.008;   ;  18115.58; 1.424; 0.7098;0;293.82837;+41.67221
293.8985300;+41.6426319; 6291715;4471; 4.42; 0.6922;36.279; 0.885;   ;   4008.08; 0.526; 0.3460;0;293.89853;+41.64263
293.9024000;+41.6076700; 6291729;4447; 4.54; 0.6854;36.729; 6.655;   ;   1849.59; 0.494; 0.3295;0;293.90240;+41.60767
293.9628900;+41.6373600; 6291946;5269; 4.59; 0.9039;10.856; 0.014;   ;   2864.84; 0.891; 0.5073;0;293.96289;+41.63736
293.9839200;+41.6226389; 6292015;6019; 4.49; 1.1128;12.945; 1.398;   ;   1144.41; 0.326; 0.2675;0;293.98392;+41.62264
294.0565500;+41.6236111; 6292260;5575; 4.76; 0.9849;21.935; 0.067;   ;   3089.31; 0.997; 0.5530;0;294.05655;+41.62361
294.0567300;+41.6607511; 6292264;5736; 4.54; 1.0295;17.611; 0.870;   ;   4694.67; 0.744; 0.4891;0;294.05673;+41.66075
294.0681800;+41.6845019; 6292310;5662; 4.53; 1.0088; 6.565; 0.022;   ;   5136.55; 0.921; 0.5370;0;294.06818;+41.68450
294.0762900;+41.6527211; 6292336;4838; 4.91; 0.7920;25.412; 0.226;   ;   3601.49; 0.499; 0.3173;0;294.07629;+41.65272
294.1063800;+41.6349489; 6292447;5672; 3.92; 1.0116; 8.406; 0.022;   ;   4259.32; 1.419; 0.7382;0;294.10638;+41.63495
294.1433400;+41.6809689; 6292574;5121; 4.76; 0.8656;14.307; 0.022;   ;  18709.42; 1.548; 0.6999;0;294.14334;+41.68097
294.1492900;+41.6024700; 6292596;5132; 4.47; 0.8684; 4.342; 1.083;   ;   3632.25; 0.483; 0.2655;0;294.14929;+41.60247
294.1698000;+41.6086619; 6292673;4665; 4.47; 0.7459;25.622; 0.060;   ;  15712.38; 1.076; 0.5978;0;294.16980;+41.60866
294.1808200;+41.6707919; 6292716;4589; 4.64; 0.7251;33.384; 2.857;   ;   4681.53; 0.614; 0.4036;0;294.18082;+41.67079
294.1852400;+41.6323511; 6292732;5627; 4.25; 0.9991;11.254; 0.017;   ;   7464.11; 1.505; 0.7208;0;294.18524;+41.63235
294.2279100;+41.6444511; 6292882;6010; 4.70; 1.1101;17.753; 1.974;   ;   3600.42; 0.506; 0.3250;0;294.22791;+41.64445
294.2494500;+41.6378519; 6292949;6359; 4.33; 1.2249; 1.805; 0.004;   ;   4984.05; 1.313; 0.7277;0;294.24945;+41.63785
294.2565600;+41.6273989; 6292970;5106; 3.80; 0.8617; 3.625; 0.009;   ;   4232.76; 0.644; 0.3583;0;294.25656;+41.62740
294.3172900;+41.6673319; 6293204;6032; 4.41; 1.1169; 4.991; 0.367;   ;   7075.19; 1.017; 0.6038;0;294.31729;+41.66733
294.3256200;+41.6424711; 6293236;4940; 4.25; 0.8187;18.661; 0.203;   ;   5548.36; 1.050; 0.6278;0;294.32562;+41.64247
294.3343200;+41.6746789; 6293275;5676; 4.56; 1.0127;17.136; 0.099;   ;   3763.41; 0.585; 0.4264;0;294.33432;+41.67468
294.4522700;+41.6014711; 6293695;4912; 4.08; 0.8114;11.885; 0.408;   ;   6714.52; 1.202; 0.6449;0;294.45227;+41.60147
294.4723200;+41.6308900; 6293770;5688; 4.83; 1.0160; 7.984; 0.074;   ;  12723.68; 1.399; 0.7410;0;294.47232;+41.63089
294.5191300;+41.6338619; 6293933;5533; 5.04; 0.9736; 9.561; 0.040;   ;   4786.25; 1.072; 0.6159;0;294.51913;+41.63386
294.5549300;+41.6439289; 6294042;6285; 4.41; 1.1992; 4.197; 0.248;   ;    554.86; 0.357; 0.2682;0;294.55493;+41.64393
294.6651900;+41.6148111; 6294443;5054; 4.59; 0.8482;20.186; 0.232;   ;   6598.47; 0.652; 0.4023;0;294.66519;+41.61481
294.6654700;+41.6877289; 6294447;4504; 4.60; 0.7015;21.283; 0.184;   ;   9807.35; 0.837; 0.5037;0;294.66547;+41.68773
294.6698900;+41.6944889; 6294461;5630; 4.55; 1.0000;14.895; 0.075;   ;   9790.72; 1.027; 0.6153;0;294.66989;+41.69449
294.6920500;+41.6050800; 6294540;5344; 4.53; 0.9235;13.315; 0.068;   ;   9074.69; 1.315; 0.7011;0;294.69205;+41.60508
294.7166400;+41.6761511; 6294638;5130; 4.57; 0.8679;29.087; 3.701;   ;   3997.36; 0.427; 0.3222;0;294.71664;+41.67615
294.7946200;+41.6427189; 6294922;5376; 4.60; 0.9319; 8.754; 0.015;   ;  22203.86; 1.458; 0.7492;0;294.79462;+41.64272
294.8635900;+41.6620711; 6295173;5094; 4.86; 0.8586;18.331; 0.214;   ;   8155.35; 0.899; 0.5448;0;294.86359;+41.66207
294.8780200;+41.6917189; 6295222;5171; 4.42; 0.8785;13.341; 0.057;   ;   5824.15; 1.056; 0.5967;0;294.87802;+41.69172
294.8881200;+41.6843611; 6295264;6332; 4.43; 1.2154; 4.018; 0.052;   ;    832.38; 0.366; 0.2818;0;294.88812;+41.68436
294.9452800;+41.6943511; 6295476;6444; 4.64; 1.2555; 0.822; 0.003;   ;    985.77; 0.648; 0.4451;0;294.94528;+41.69435
296.3015400;+41.6400411; 6301046;5353; 4.65; 0.9258;21.171; 0.742;   ;   4863.74; 0.753; 0.5171;0;296.30154;+41.64004
296.3386800;+41.6308589; 6301204;5983; 4.28; 1.1018; 6.695; 0.004;   ;  15468.36; 1.180; 0.6840;0;296.33868;+41.63086
296.3900800;+41.6464311; 6301428;5717; 4.67; 1.0241;14.985; 0.147;   ;   3590.58; 0.970; 0.5915;0;296.39008;+41.64643
296.4006000;+41.6952100; 6301466;5058; 4.60; 0.8493;15.217; 0.024;   ;  17471.88; 1.336; 0.6971;0;296.40060;+41.69521
296.5277400;+41.6741289; 6302008;5475; 4.40; 0.9580; 3.526; 0.162;   ;  19053.85; 1.369; 0.6958;0;296.52774;+41.67413
296.5324100;+41.6173519; 6302033;5273; 4.59; 0.9049;12.538; 0.040;   ;  12869.42; 1.270; 0.7160;0;296.53241;+41.61735
296.5825800;+41.6759189; 6302241;5522; 4.49; 0.9706;18.239; 0.709;   ;   3149.33; 0.780; 0.5306;0;296.58258;+41.67592
296.6055000;+41.6097489; 6302347;4651; 4.38; 0.7421;17.636; 0.012;   ;  21762.46; 1.460; 0.6972;0;296.60550;+41.60975
296.6464200;+41.6745300; 6302523;4448; 4.46; 0.6856;21.138; 0.057;SM1;  15923.68; 1.103; 0.6509;0;296.64642;+41.67453
296.7599800;+41.6281089; 6303052;6196; 3.97; 1.1693;13.210; 2.211;   ;   1154.84; 0.580; 0.3711;0;296.75998;+41.62811
296.7724300;+41.6869200; 6303110;6190; 4.14; 1.1673; 6.299; 0.029;   ;    498.89; 0.371; 0.2829;0;296.77243;+41.68692
296.7738600;+41.6736600; 6303119;6477; 4.36; 1.2677; 2.683; 0.019;   ;   2763.81; 0.858; 0.5731;0;296.77386;+41.67366
296.7780200;+41.6295319; 6303142;4972; 4.68; 0.8270;11.062; 0.066;   ;   8335.68; 1.183; 0.6317;0;296.77802;+41.62953
296.7842400;+41.6466900; 6303170;5850; 4.41; 1.0622;13.663; 0.023;   ;   6365.66; 1.536; 0.7011;0;296.78424;+41.64669
296.8460100;+41.6255911; 6303460;5793; 4.36; 1.0457;14.592; 0.427;   ;   4039.14; 0.947; 0.5807;0;296.84601;+41.62559
296.8584300;+41.6617200; 6303519;6226; 4.53; 1.1792; 1.600; 0.005;   ;   8029.85; 1.356; 0.7224;0;296.85843;+41.66172
296.8713400;+41.6436200; 6303574;4825; 4.50; 0.7886;16.880; 0.027;   ;  20776.57; 1.398; 0.6975;0;296.87134;+41.64362
296.8864400;+41.6531981; 6303643;5064; 4.34; 0.8508;39.120; 0.560;   ;   1316.91; 0.503; 0.2694;0;296.88644;+41.65320
296.8950500;+41.6726989; 6303679;6133; 4.02; 1.1488; 3.637; 0.007;SM1;   1324.36; 0.629; 0.4169;0;296.89505;+41.67270
296.9271200;+41.6135600; 6303842;4804; 4.54; 0.7830;28.258; 0.645;   ;   3337.89; 0.405; 0.2609;0;296.92712;+41.61356
296.9308500;+41.6837200; 6303854;4974; 4.38; 0.8275;36.975; 5.744;   ;   1124.26; 0.434; 0.2528;0;296.93085;+41.68372
296.9460800;+41.6905711; 6303937;5264; 4.60; 0.9026;16.306; 0.058;   ;   6933.78; 1.162; 0.6637;0;296.94608;+41.69057
296.9533100;+41.6239811; 6303971;4833; 4.38; 0.7907;34.359; 5.707;   ;   2508.64; 0.431; 0.2922;0;296.95331;+41.62398
